0-2Gyr 2-4Gyr 4-6Gyr 6-8Gyr 8-10Gyr 10-12Gyr total
-99.0 -99.0 1.4934145652826274 2.487452965329764 2.8435953802297043 2.284793015861709 3.089414814566755
-99.0 0.6239295601965873 1.234083656772266 1.7687182523044083 2.113361456148059 1.8483751350957718 2.451286730711459
0.36486247593331544 0.8871517956274957 1.1793440683148502 1.456092551050645 1.584248783231903 1.2938636562419914 2.0483973360015195
0.0706363676581141 0.5860004066003786 0.981417092156712 1.274033678092179 1.3887176539652213 1.0579827089029727 1.840797246017913
0.8833236674135811 1.0782865287962702 1.2138039955179112 1.2854678754821744 1.244158408753468 0.677164659683636 1.889730293761863
0.9717596864796736 1.0854848863605913 1.2091322218855547 1.2881425978286316 1.207323783536813 0.6229372265269246 1.8890903417231
1.154629400479422 1.1491655152944737 1.1092963674266327 1.124076282051993 1.0691141668644102 0.32406319633521097 1.834913242510023
1.1019951801651544 1.1587122945698702 1.083930100755203 1.1018206635339913 1.05216912858425 0.23960795596407358 1.8118798557894742
1.0595812688449362 1.1007061057035363 0.8620502720950585 0.8541228161401966 0.7676473020597872 -0.020841374355982545 1.6562477636953794
0.8974203136233649 1.0030549556721953 0.7057870102524948 0.6010979509220595 0.4487997866717306 -0.3546617791299358 1.4812935628713237
0.8001528890456235 0.9381286979645038 0.5856202536615847 0.3435872391566184 0.17095389859806076 -0.6145552633633153 1.3572977065491107
0.5631174932761942 0.8866124981082066 0.4716306271792181 0.15302555817684205 -0.07796356334061816 -0.8315892323541307 1.2234145122479
0.2658342300498999 0.6495740530158187 0.2764752124968588 -0.0793002722517242 -0.42188218361054286 -1.1858367236978626 0.9765179929993764
-0.14995064523214552 0.3983583148579175 0.13254875915717257 -0.18609480501652698 -0.6125014374547897 -1.5754752958167089 0.7395299126876624
-0.668602385919109 0.06814176125360394 -0.041564085663312156 -0.41043685998491597 -0.9665783551224951 -99.0 0.4455656297007575
-99.0 -0.36982254451047947 -0.42601546714988636 -0.6554427041139244 -1.5902609496025875 -99.0 0.03164142746928977
-99.0 -0.8508624401421621 -0.6740424666643152 -0.9627847815436157 -1.8018876437654479 -99.0 -0.3210119756535299
